0.16303274,-0.49491674,-0.15786213,-0.0040086056,-0.2902414,0.10709356,0.041650854,0.23148896,0.22155695,0.021673135,
-0.20109086,-0.33441076,0.29662627,0.29833657,-0.03570752,0.15715298,0.24175741,0.17650005,-0.011218382,0.08992919,
0.14694253,-0.44537222,-0.27321407,-0.18720593,-0.38772348,0.3341321,0.3418754,-0.25998074,-0.34038612,0.18209797,
-0.09487773,0.15388007,-0.2821094,0.49293065,-0.11939018,-0.07025705,-0.36359027,0.084417656,0.09538521,-0.21849556,
-0.41510704,0.06624648,0.07659779,0.19013962,0.24826175,0.29097217,0.0058356086,-0.19741823,-0.20188588,0.17500256,
-0.022357633,0.082873136,0.49667934,-0.44896957,-0.38440692,-0.22577639,0.40329674,0.37699416,-0.0168032,-0.28434923,
-0.39687887,0.0057994956,-0.09087786,-0.46720394,0.06131589,0.075430386,0.42460343,-0.2964289,0.121534154,0.24867617,
-0.35062015,-0.38443905,-0.2740026,-0.288934,0.40960437,-0.20477612,0.47159103,0.2348817,-0.38381746,0.2746013,
-0.0026356303,0.017259361,0.48517317,-0.2686551,0.17189074,0.17899902,0.48288766,-0.16862729,-0.32370475,-0.29811552,
0.19455403,0.2715182,-0.36053175,0.19377232,0.1280424,-0.43069062,-0.20583932,-0.15104629,0.089720145,0.20368697,
