0.1865828,-0.5087894,-0.16569369,-0.016317496,-0.2980045,0.10338611,0.036480896,0.21681966,0.2579981,0.029329043,
-0.19929877,-0.33380768,0.2878804,0.3031623,-0.038364075,0.1555809,0.24073058,0.1719848,-0.00783611,0.09105696,
0.13093692,-0.4527295,-0.271776,-0.18363062,-0.4200684,0.32120243,0.33831215,-0.26528263,-0.36959133,0.1414823,
-0.11185551,0.13631564,-0.27881005,0.48857546,-0.16244021,-0.088432945,-0.360214,0.06258045,0.072345816,-0.28420672,
-0.39813617,0.08923612,0.071294084,0.18580215,0.3119784,0.31370065,0.0018864326,-0.18180811,-0.2069913,0.24249333,
-0.03787895,0.077198476,0.5008877,-0.44881877,-0.41455808,-0.2379443,0.40340367,0.36104256,-0.040951166,-0.33884567,
-0.39668444,0.0031372595,-0.09734608,-0.47137064,0.076684944,0.08496187,0.4291132,-0.29220772,0.14624253,0.2742118,
-0.35832438,-0.38459224,-0.26411733,-0.28345314,0.44706625,-0.19703156,0.48103666,0.27171916,-0.38148922,0.33993468,
-0.018268965,0.008261063,0.48302728,-0.2675497,0.13814254,0.16431065,0.48197892,-0.18510245,-0.35968843,-0.36281803,
0.22388722,0.30420977,-0.34886944,0.2038005,0.1612066,-0.40745747,-0.20866169,-0.12896898,0.14033985,0.26206487,
